"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Phylogeographic Patterns of the Greater Cane Rat (Thryonomys Swinderianus) Populations from Eastern, Western and Southern Africa and Implications for Wildlife …","https://scispace.com/paper/GCq4s8v2_YUJ","","","","SI Kilwanila
CM Lyimo
AA Rija","","https://journals.sagepub.com/doi/pdf/10.1177/19400829231220287","… of other small wild mammals exposed to similar ecological … , Tanzania and Ghana), spanning southern, eastern and western regions of the continent. We aimed to use phylogeographic …",""
"Phylogeny, phylogeography, and geographic variation of Sylvisorex howelli (Soricidae), an endemic shrew of the Eastern Arc Mountains, Tanzania","https://scispace.com/paper/phylogeny-phylogeography-and-geographic-variation-of-1tx2ynukhv","2005","Journal Article","Journal of Zoology","William T. Stanley
Link E. Olson","10.1017/S0952836905007016","","… Recent faunal surveys of the small mammals of the Eastern Arc Mountains have produced … of the Eastern Arc Mountains. While recent studies have investigated the biogeography of …","The Eastern Arc Mountains of eastern Africa are notable for the high levels of endemism exhibited by various forest-dwelling organisms of this ancient montane archipelago. There has been virtually no assessment of the variation among populations of small mammal species living on these unique mountains, but recent faunal surveys have produced sufficient material to initiate such studies. Cranial morphometric and DNA sequence data were examined from six populations of Sylvisorex howelli Jenkins, 1984, an endemic shrew found in several different massifs of the Eastern Arc Mountains, to assess variation across the archipelago in the context of various hypotheses of historical biogeography. Twenty-two cranial measurements were analysed using principal components analysis. Age classes (based on tooth wear) and sex had little effect on the variation exhibited by the variables studied. Overall, specimens of S. howelli from the East Usambara Mountains are smaller than specimens from other known populations. The mitochondrial ND2 and 12S rRNA genes from representatives of each montane population of S. howelli in addition to several crocidurine taxa from eastern Africa and three soricine outgroup species were sequenced to assess phylogenetic relationships among these taxa. Neither maximum likelihood, maximum parsimony, nor Bayesian analyses support monophyly of the genus Sylvisorex, but S. howelli populations were consistently recovered as a well-supported clade. Over 40 individuals of S. howelli from six disjunct montane ranges, comprising the entire known distribution of the species, were sequenced for 504 base pairs of ND2 to investigate phylogeographic patterns. Phylogenetic analysis recovered six reciprocally monophyletic haplotype clades grouped by locality. Branch lengths are consistent with relatively long periods of isolation among populations from the Uluguru, Ukaguru, Nguru, Nguu, East Usambara and West Usambara Mountains, with low levels of diversity observed within each population. These results are interpreted within the historical context of the Eastern Arc Mountains."
"Phylogeography of three closely related African bovids (tribe Alcelaphini).","https://scispace.com/paper/phylogeography-of-three-closely-related-african-bovids-tribe-4h65hk4um7","1999","Journal Article","Molecular Biology and Evolution","Peter Arctander
C Johansen
M A Coutellec-Vreto","10.1093/OXFORDJOURNALS.MOLBEV.A026085","https://academic.oup.com/mbe/article-pdf/16/12/1724/9592139/mbe1724.pdf","… group composed mainly of lichtensteini samples from Tanzania (fig. 3b). Lichtensteini … The mammals of the southern African subregions. University of Pretoria, Pretoria, South …","The phylogeography of three species of African bovids, the hartebeest (Alcelaphus buselaphus), the topi (Damaliscus lunatus), and the wildebeest (Connochaetes taurinus), is inferred from sequence variation of 345 sequences at the control region (d-loop) of the mtDNA. The three species are closely related (tribe Alcelaphini) and share similar habitat requirements. Moreover, their former distribution extended over Africa, as a probable result of the expansion of open grassland on the continent during the last 2.5 Myr. A combination of population genetics (diversity and structure) and intraspecific phylogeny (tree topology and relative branch length) methods is used to substantiate scenarios of the species history. Population dynamics are inferred from the distribution of sequence pairwise differences within populations. In the three species, there is a significant structuring of the populations, as shown by analysis of molecular variance (AMOVA) pairwise and hierarchical differentiation estimations. In the wildebeest, a pattern of colonization from southern Africa toward east Africa is consistent with the asymmetric topology of the gene tree, showing a paraphyletic position of southern lineages, as well as their relatively longer branch lengths, and is supported by a progressive decline in population nucleotide diversity toward east Africa. The phylogenetic pattern found in the topi and the hartebeest differs from that of the wildebeest: lineages split into monophyletic clades, and no geographical trend is detected in population diversity. We suggest a scenario where these antelopes, previously with wide pan-African distributions, became extinct except in a few refugia. The hartebeest, and probably also the topi, survived in refugia north of the equator, in the east and the west, respectively, as well as one in the south. The southern refugium furthermore seems to have been the only place where the wildebeest has survived."
"… , phylogeography and geographical variation in the Crocidura monax (Soricidae) species complex from the montane islands of Tanzania, with descriptions of three …","https://scispace.com/paper/Xc5llKzThcsJ","","","","WT Stanley
R Hutterer
TC Giarla","","https://esselstyn.github.io/publications/2015/Stanley-2015.pdf","… inventories of wild mammals in montane habitats of Tanzania have produced series of specimens that now allow investigation of the phylogeny, phylogeography and geographical …",""
"The Generation of a Biodiversity Hotspot: Biogeography and Phylogeography of","https://scispace.com/paper/r2ATy-iy_IgJ","","","","I Agnarsson
M Kuntner","","https://stationmarelongue.univ-reunion.fr/fileadmin/Fichiers/MARELONGUE/Publications/Agnarsson_et_Kuntner_2012.pdf","… Furthermore, there are several groups, especially non-volant mammals, whose history does … For example, the distribution of certain taxa such as lemuriform primates, boine snakes, …",""
"Biogeography and diversity among montane populations of mouse shrew (Soricidae: Myosorex) in Tanzania","https://scispace.com/paper/biogeography-and-diversity-among-montane-populations-of-17j7rwfk29","2010","Journal Article","Biological Journal of The Linnean Society","William T. Stanley
Jacob A. Esselstyn","10.1111/J.1095-8312.2010.01448.X","https://esselstyn.github.io/publications/2010/Stanley-2010.pdf","… statistics and perform phylogenetic and phylogeographic analyses on sequences of … of the Southern Highlands and southern Eastern Arc Mountains, diminishing the apparent …","We assess variation in morphological and molecular characters among three species of Myosorex (the mouse shrew) –Myosorex geata, Myosorex kihaulei, and Myosorex zinki– as a means to test previously proposed biogeographic hypotheses for Tanzanian ‘sky islands’ and systematic hypotheses for Tanzanian mouse shrews. We analyse 17 cranial and dental variables using multivariate statistics and perform phylogenetic and phylogeographic analyses on sequences of mitochondrial and nuclear DNA; samples are drawn from every known Tanzanian population of Myosorex. Morphometric and phylogenetic analyses reveal that M. zinki is distinct, but that currently isolated populations of M. geata and M. kihaulei are relatively similar to one another, and may not have been isolated over geological time scales. Analyses of molecular variance identify statistically significant, but limited, genetic variation within and between isolated populations of M. geata and M. kihaulei. Between two putative regional biogeographic boundaries, greater genetic variation is explained by grouping populations on either side of the Ruaha River than by grouping populations on either side of the Makambako Gap. Our results are in agreement with recent studies illustrating the close relationship between faunas of the Southern Highlands and southern Eastern Arc Mountains, diminishing the apparent importance of the Makambako Gap as a historical biogeographic barrier. © 2010 The Linnean Society of London, Biological Journal of the Linnean Society, 2010, 100, 669–680."
"Distribution of mitochondrial clades and morphotypes of baboons Papio spp.(Primates: Cercopithecidae) in Eastern Africa","https://scispace.com/paper/HkvmqEq-5vkJ","","","","D Zinner
C Keller
JW Nyahongo
TM Butynski","","https://bioone.org/journals/journal-of-east-african-natural-history/volume-104/issue-1-2/028.104.0111/Distribution-of-Mitochondrial-Clades-and-Morphotypes-of-Baboons-Papio-spp/10.2982/028.104.0111.pdf","… our understanding of phylogeographic patterns of baboons in … Tanzania, north Zambia, and south Malawi; (5) southern yellow baboons 2 from southeast Tanzania and south Malawi …",""
"Climate cycles, habitat stability, and lineage diversification in an African biodiversity hotspot","https://scispace.com/paper/climate-cycles-habitat-stability-and-lineage-diversification-3u9d3p5r","2023","Journal Article","Diversity","Rauri C. K. Bowie
William B. Monahan
Jon Fjeldså","10.3390/d15030394","https://scispace.com/pdf/climate-cycles-habitat-stability-and-lineage-diversification-3u9d3p5r.pdf","… islands of the Eastern Arc Mountain biodiversity hotspot [37,… : (1) that phylogeographic breaks are apparent between … assembly of African birds and mammals [23] provides another …","The Eastern Arc Mountains of Tanzania and Kenya, a montane archipelago of 13 uplifted fault blocks (sky islands) isolated by lowland arid savanna, are a center of exceptional biological endemism. Under the influence of humid winds from the Indian Ocean, forests and associated species may have persisted in this region since the final uplift of these blocks in the late Miocene. Today, these mountains are inhabited by a remarkable diversity of bird species. To better understand the evolutionary processes behind this diversity, we combined molecular phylogenetic studies of East African montane birds with paleoclimate modeling of its montane forests. Across its largest lowland barrier, the 125 km between the Usambara and Nguru/Nguu Mountains, 10 of the 14 bird lineages exhibited a phylogeographic break. Using Bayesian methods, we established that at least three periods of forest contraction and expansion affected the diversification of Eastern Arc birds. Habitat distribution models suggest that lower-elevation hills may have acted as stepping-stones connecting isolated highlands to allow for the dispersal of montane forest-dependent species across them. Periods of vicariance during paleoclimatic cycles extending back through the Last Glacial Maximum would have then isolated these populations within the highlands they had reached. The broad distribution of neoendemic species across the mountains of East Africa provides evidence of climate cycling as a driver of lineage diversification. The high incidence of narrow-range endemism of paleoendemic species on the Usambara, Uluguru, and Udzungwa Mountains of this region is harder to explain. Our paleoclimate models retrodicted the persistence of montane forest during climate cycles on several Eastern Arc sky islands but not on the Southern Tanzania Volcanic Highlands. Consistent with recent theoretical work, different rates of local extinction rather than increased rates of lineage diversification may explain the pattern of excessive narrow-range endemism on some sky islands over others. Thus, a regional filtering effect is generated, with paleoendemics maintaining populations through time only in areas where habitat persisted, providing a credible explanation for the dramatic variance in levels of endemism among different East African sky islands."
"Habitat fragmentation, patterns of diversity and phylogeography of small mammal species in the Albertine rift","https://scispace.com/paper/habitat-fragmentation-patterns-of-diversity-and-3t3xlez99w","2011","Dissertation","","Prince K. Kaleme","","https://scholar.sun.ac.za/bitstream/10019.1/18110/2/kaleme_habitat_2011.pdf","… , Tanzania) willingly replied to discuss issues related to some patterns of the data on Mus musculus and its occurrence in Tanzania. … the most diverse order of mammals, with ± 2,277 …",""
"A genome-wide data assessment of the African lion (Panthera leo) population genetic structure and diversity in Tanzania","https://scispace.com/paper/a-genome-wide-data-assessment-of-the-african-lion-panthera-4sfnadnhyr","2018","Journal Article","PLOS ONE","Nathalie Smitz
Nathalie Smitz
Olivia Jouvenet
Fredrick Ambwene Ligate
William-George Crosmary
Dennis Ikanda
Philippe Chardonnet
Alessandro Fusari
Kenny Meganck
François Gillet
Mario Melletti
Johan Michaux
Johan Michaux","10.1371/JOURNAL.PONE.0205395","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0205395&type=printable","… documented in other savanna mammals is believed to reflect … genetic structure of African species at the population level. It has been estimated that the overall number of large mammals …","The African lion (Panthera leo), listed as a vulnerable species on the IUCN Red List of Threatened Species (Appendix II of CITES), is mainly impacted by indiscriminate killing and prey base depletion. Additionally, habitat loss by land degradation and conversion has led to the isolation of some subpopulations, potentially decreasing gene flow and increasing inbreeding depression risks. Genetic drift resulting from weakened connectivity between strongholds can affect the genetic health of the species. In the present study, we investigated the evolutionary history of the species at different spatiotemporal scales. Therefore, the mitochondrial cytochrome b gene (N = 128), 11 microsatellites (N = 103) and 9,103 SNPs (N = 66) were investigated in the present study, including a large sampling from Tanzania, which hosts the largest lion population among all African lion range countries. Our results add support that the species is structured into two lineages at the continental scale (West-Central vs East-Southern), underlining the importance of reviewing the taxonomic status of the African lion. Moreover, SNPs led to the identification of three lion clusters in Tanzania, whose geographical distributions are in the northern, southern and western regions. Furthermore, Tanzanian lion populations were shown to display good levels of genetic diversity with limited signs of inbreeding. However, their population sizes seem to have gradually decreased in recent decades. The highlighted Tanzanian African lion population genetic differentiation appears to have resulted from the combined effects of anthropogenic pressure and environmental/climatic factors, as further discussed."
