"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Evaluating refugia in recent human evolution in Africa","https://scispace.com/paper/evaluating-refugia-in-recent-human-evolution-in-africa-27qw1qfl","2022","Journal Article","Philosophical Transactions of the Royal Society B","James Blinkhorn
L. Timbrell
Matt Grove
Eleanor M. L. Scerri","10.1098/rstb.2020.0485","https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0485","… Here, we review how human refugia have been identified in the Late Pleistocene record of … to the eastern African coastline between northern Tanzania and southern Mozambique. The …","Homo sapiens have adapted to an incredible diversity of habitats around the globe. This capacity to adapt to different landscapes is clearly expressed within Africa, with Late Pleistocene Homo sapiens populations occupying savannahs, woodlands, coastlines and mountainous terrain. As the only area of the world where Homo sapiens have clearly persisted through multiple glacial-interglacial cycles, Africa is the only continent where classic refugia models can be formulated and tested to examine and describe changing patterns of past distributions and human phylogeographies. The potential role of refugia has frequently been acknowledged in the Late Pleistocene palaeoanthropological literature, yet explicit identification of potential refugia has been limited by the patchy nature of palaeoenvironmental and archaeological records, and the low temporal resolution of climate or ecological models. Here, we apply potential climatic thresholds on human habitation, rooted in ethnographic studies, in combination with high-resolution model datasets for precipitation and biome distributions to identify persistent refugia spanning the Late Pleistocene (130–10 ka). We present two alternate models suggesting that between 27% and 66% of Africa may have provided refugia to Late Pleistocene human populations, and examine variability in precipitation, biome and ecotone distributions within these refugial zones. This article is part of the theme issue ‘Tropical forests in the deep human past’."
"Vanishing refuge? Testing the forest refuge hypothesis in coastal East Africa using genome‐wide sequence data for seven amphibians","https://scispace.com/paper/vanishing-refuge-testing-the-forest-refuge-hypothesis-in-2gkjxwncf2","2018","Journal Article","Molecular Ecology","Christopher D. Barratt
Beryl A. Bwong
Robert Jehle
H. Christoph Liedtke
H. Christoph Liedtke
Peter Nagel
Renske E. Onstein
Daniel M. Portik
Daniel M. Portik
Jeffrey W. Streicher
Simon P. Loader
Simon P. Loader","10.1111/MEC.14862","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mec.14862","… ” diversification model is speculated for the coastal forests of eastern Africa, whereby some taxa have persisted and diversified between forest refugia… of general diversification processes …","High‐throughput sequencing data have greatly improved our ability to understand the processes that contribute to current biodiversity patterns The “vanishing refuge” diversification model is speculated for the coastal forests of eastern Africa, whereby some taxa have persisted and diversified between forest refugia, while others have switched to becoming generalists also present in non‐forest habitats Complex arrangements of geographical barriers (hydrology and topography) and ecological gradients between forest and non‐forest habitats may have further influenced the region's biodiversity, but elucidation of general diversification processes has been limited by lack of suitable data Here, we explicitly test alternative diversification modes in the coastal forests using genome‐wide single nucleotide polymorphisms, mtDNA, spatial and environmental data for three forest (Arthroleptis xenodactyloides, Leptopelis flavomaculatus and Afrixalus sylvaticus) and four generalist (Afrixalus fornasini, A delicatus, Leptopelis concolor, L argenteus) amphibians Multiple analyses provide insight about divergence times, spatial population structure, dispersal barriers, environmental stability and demographic history We reveal highly congruent intra‐specific diversity and population structure across taxa, with most divergences occurring during the late Pliocene and Pleistocene Although stability models support the existence of some forest refugia, dispersal barriers and demographic models point toward idiosyncratic diversification modes across taxa We identify a consistent role for riverine barriers in the diversification of generalist taxa, but mechanisms of diversification are more complex for forest taxa and potentially include topographical barriers, forest refugia and ecological gradients Our work demonstrates the complexity of diversification processes in this region, which vary between forest and generalist taxa, but also for ecologically similar species with shared population boundaries"
"Multilocus phylogeography of a widespread savanna–woodland‐adapted rodent reveals the influence of Pleistocene geomorphology and climate change in Africa's …","https://scispace.com/paper/Dze07WUEc_MJ","","","","MM McDonough
R Šumbera
V Mazoch","","https://www.researchgate.net/profile/Adam-Ferguson-3/publication/281489032_Multilocus_phylogeography_of_a_widespread_savanna-woodland_adapted_rodent_reveals_the_influence_of_Pleistocene_geomorphology_and_climate_change_in_Africa%27s_Zambezi_region/links/59faa87c0f7e9b61546f440f/Multilocus-phylogeography-of-a-widespread-savanna-woodland-adapted-rodent-reveals-the-influence-of-Pleistocene-geomorphology-and-climate-change-in-Africas-Zambezi-region.pdf","… for Pleistocene taxa distributed in southern Africa compared with populations in East Africa, … slice of climatic conditions to identify Pleistocene refugia for a particular species, especially …",""
"Biogeography of East African forest mammals","https://scispace.com/paper/biogeography-of-east-african-forest-mammals-e93m7bl867","1982","Journal Article","Journal of Biogeography","W. A. Rodgers
Charlie Owen
K. M. Homewood","10.2307/2844729","https://www.jstor.org/stable/pdf/2844729.pdf","… treated as such in this paper) no species is endemic to a single forest locality in East Africa. … The coastal forests would have been affected by alterations of sea level in the Pleistocene …","This paper analyses the distribution of seventy-three mammal species in seventeen East African forest sites of differing geological history (recent volcanic, ancient block faulted and lowland alluvial). Association analysis and principal coordinate analysis indicate four groupings (West, North, South and Coast) based on species presence. The levels of similarity between these groups are used to test previous ideas on spread of forest mammals through East Africa. The western sites have the highest richness and endemism and represent the main refuge and colonization source. The North group show overall impoverishment, low endemism and high dependence on the western fauna. The South group shows higher endemism; the Coast fauna is the most impoverished, and highly dependent on South group elements. These findings are discussed with respect to current interpretations of bioclimatic events and forest environments in the East African Pleistocene and are used to investigate a specific example concerning the distribution of a recently discovered rare forest primate."
"Late quaternary vegetation reconstruction from the Eastern Arc Mountains, Tanzania","https://scispace.com/paper/late-quaternary-vegetation-reconstruction-from-the-eastern-hn69zl8915","2008","Journal Article","Quaternary Research","Cassian Mumbi
Cassian Mumbi
Rob Marchant
Henry Hooghiemstra
Matthew J. Wooller","10.1016/J.YQRES.2007.10.012","","Pollen, spore, macrofossil and stable isotope (C and N) analyses from a 266-cm sediment core collected from a swamp on the Eastern Arc Mountains, Tanzania, are used to reconstruct …",""
"Distribution patterns of land snails in Ugandan rain forests support the existence of Pleistocene forest refugia","https://scispace.com/paper/distribution-patterns-of-land-snails-in-ugandan-rain-forests-b1ohdj0sup","2008","Journal Article","Journal of Biogeography","Torsten Wronski
Bernhard Hausdorf","10.1111/J.1365-2699.2008.01933.X","https://www.jstor.org/stable/pdf/20143396.pdf","… the smaller refugia in the highlands of Kenya and Tanzania. When the isolated patches of montane forest at lower elevations disappeared as a result of the temperature increases in the …","Aim We investigated whether the biogeographical patterns expected if the East African fauna was affected by cycles of contraction to refugia and expansion of ranges, as has been previously hypothesized, can be found in the land snail fauna of rain forests in Uganda.



Location  The Albertine Rift region and the Lake Victoria forest belt in Uganda.



Methods  Snails and slugs were sampled in 60 plots in 13 rain forests, and small species were extracted from 5-L leaf litter samples. Relative species richness was calculated by rarefaction. The influence of putative determinants of species richness was examined by bivariate correlation and multiple regression. Clustering and nestedness were tested by Monte Carlo simulations with a null model that considers the range size distribution, the species richness distribution of the forests, and the spatial autocorrelation of the occurrences of each species. Biotic elements were determined by model-based Gaussian clustering.



Results  A total of 169 land snail species were recorded from 13 Ugandan rain forests. Relative species richness increases with rainfall and altitude, and decreases with evaporation and distance from the putative East Congolian refugia. Mean annual rainfall and distance from the putative East Congolian refugia were included in the best multiple regression model. The distribution areas of the Ugandan land snails are significantly clustered. Two montane, two lowland and a northern biotic element were found. The mean range extension increases with increasing distance from the putative East Congolian refugia. Moreover, the ranges of the Ugandan land snails are significantly nested. The centre of the sets of nested subsets is in the Virunga Mountains, close to the putative East Congolian refugia.



Main conclusions  The decrease of diversity with increasing distance from the putative East Congolian refugia, the clustering and nestedness of ranges, and the range size increase with increasing distance from the refugia indicate that the East African land snail fauna was affected by cycles of contraction to refugia and expansion of ranges. The significant clustering and nestedness cannot be explained by current environmental conditions. Given the environmental history, it can be supposed that the lowland elements expanded post-glacially, whereas the ranges of the montane species are probably currently contracting."
"The discordance of diversification: evolution in the tropical‐montane frogs of the Eastern Arc Mountains of Tanzania","https://scispace.com/paper/the-discordance-of-diversification-evolution-in-the-tropical-1d316c4xbp","2010","Journal Article","Molecular Ecology","Lucinda P. Lawson
Lucinda P. Lawson","10.1111/J.1365-294X.2010.04788.X","","… Tanzania as the other two lineages, it is also able to utilize submontane and coastal forests as they become suitable in the dry climate … the other two lineages retreat into refugia (Fig. 5—…","Species with similar geographical distribution patterns are often assumed to have a shared biogeographical history, an assumption that can be tested with a combination of molecular, spatial, and environmental data. This study investigates three lineages of Hyperolius frogs with concordant ranges within the Eastern Afromontane Biodiversity Hotspot to determine whether allopatric populations of co-distributed lineages shared a parallel biogeographical response to their shared paleoclimatic histories. The roles of refugial distributions, isolation, and climate cycles in shaping their histories are examined through Hierarchical Approximate Bayesian Computation, comparative phylogeography, and comparisons of current and past geographical distributions using ecological niche models. Results from these analyses show these three lineages to have independent evolutionary histories, which current spatial configurations of sparsely available habitat (montane wetlands) have moulded into convergent geographical ranges. In spite of independent phylogeographical histories, diversification events are temporally concentrated, implying that past vicariant events were significant at the generic level. This mixture of apparently disparate histories is likely due to quantifiably different patterns of expansion and retreat among species in response to past climate cycles. Combining climate modelling and phylogeographical data can reveal unrecognized complexities in the evolution of co-distributed taxa."
"Why Do Tropical Mountains Support Exceptionally High Biodiversity? The Eastern Arc Mountains and the Drivers of Saintpaulia Diversity","https://scispace.com/paper/why-do-tropical-mountains-support-exceptionally-high-aai603p0n5","2012","Journal Article","PLOS ONE","Dimitar Dimitrov
David Nogués-Bravo
Nikolaj Scharff","10.1371/JOURNAL.PONE.0048908","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0048908&type=printable","… as climatic refugia for lowland lineages during the Pleistocene by preventing … -refugia during the Pleistocene, which may explain the high species diversity of East African coastal forests. …","We combine information about the evolutionary history and distributional patterns of the genus Saintpaulia H. Wendl. (Gesneriaceae; 'African violets') to elucidate the factors and processes behind the accumulation of species in tropical montane areas of high biodiversity concentration. We find that high levels of biodiversity in the Eastern Arc Mountains are the result of pre-Quaternary speciation processes and environmental stability. Our results support the hypothesis that climatically stable mountaintops may have acted as climatic refugia for lowland lineages during the Pleistocene by preventing extinctions. In addition, we found evidence for the existence of lowland micro-refugia during the Pleistocene, which may explain the high species diversity of East African coastal forests. We discuss the conservation implications of the results in the context of future climate change."
"Implications of future climate and atmospheric CO2 content for regional biogeochemistry, biogeography and ecosystem services across East Africa","https://scispace.com/paper/implications-of-future-climate-and-atmospheric-co2-content-aodglfm0lw","2010","Journal Article","Global Change Biology","Ruth M. Doherty
Stephen Sitch
Stephen Sitch
Benjamin Smith
Simon L. Lewis
Philip K. Thornton
Philip K. Thornton","10.1111/J.1365-2486.2009.01997.X","https://afritron.org/upload/publication-store/2010/doherty_climate_SCB2010.pdf","… We model future changes in land biogeochemistry and biogeography across East Africa. East Africa is one of few tropical regions where general circulation model (GCM) future climate …","We model future changes in land biogeochemistry and biogeography across East Africa. East Africa is one of few tropical regions where general circulation model (GCM) future climate projections exhibit a robust response of strong future warming and general annual-mean rainfall increases. Eighteen future climate projections from nine GCMs participating in the Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment were used as input to the LPJ dynamic global vegetation model (DGVM), which predicted vegetation patterns and carbon storage in agreement with satellite observations and forest inventory data under the present-day climate. All simulations showed future increases in tropical woody vegetation over the region at the expense of grasslands. Regional increases in net primary productivity (NPP) (18–36%) and total carbon storage (3–13%) by 2080–2099 compared with the present-day were common to all simulations. Despite decreases in soil carbon after 2050, seven out of nine simulations continued to show an annual net land carbon sink in the final decades of the 21st century because vegetation biomass continued to increase. The seasonal cycles of rainfall and soil moisture show future increases in wet season rainfall across the GCMs with generally little change in dry season rainfall. Based on the simulated present-day climate and its future trends, the GCMs can be grouped into four broad categories. Overall, our model results suggest that East Africa, a populous and economically poor region, is likely to experience some ecosystem service benefits through increased precipitation, river runoff and fresh water availability. Resulting enhancements in NPP may lead to improved crop yields in some areas. Our results stand in partial contradiction to other studies that suggest possible negative consequences for agriculture, biodiversity and other ecosystem services caused by temperature increases."
"Geographical patterns of old and young species in African forest biota: the significance of specific montane areas as evolutionary centres","https://scispace.com/paper/geographical-patterns-of-old-and-young-species-in-african-2uoeku3qyx","1997","Journal Article","Biodiversity and Conservation","Jon Fjeldsaå
Jon C. Lovett","10.1023/A:1018356506390","","… As an alternative to taxon biogeography based on fully resolved phylogenies, we will … the coastal waters of Tanzania were little influenced by Pleistocene climatic changes (Prell …","A widely accepted paradigm for speciation in tropical forests, the refuge theory, requires periodic habitat fragmentation driven by global climatic fluctuations to provide conditions for allopatric speciation This implies that comparative species richness in refugia is due to loss of diverse communities in areas affected by climatic cycles In this study we compare distribution patterns of bird and plant taxa which we consider to be of either deep phylogenetic lineages or recent radiations It is demonstrated that lowland areas which have been postulated as Pleistocene refugia are dominated by species which represent lineages of pre-Pleistocene age Since variations in species richness within these forest tracts reflect currently apparent environmental variables which might be considered to determine carrying capacity, we do not need to postulate that richness is the result of changes in forest cover in the past Recently diversified taxa of plants and birds are found mainly at the periphery of the main rain forest blocks and in habitat islands outside them Here, peak concentrations of young restricted-range species are often congruent with clusters of old and biogeographically relictual species It is suggested that this reflects special intrinsic environmental properties of these areas, in the form of long-term environmental stability caused mainly by persistent orographic rain or mist In this case, richness is not necessarily due to extinction outside these areas Stability not only enables survival of relictual taxa, but also promotes morphological differentiation of radiating taxa, leading to aggregates of taxa of restricted distribution"
