"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Forest monkeys and Pleistocene refugia: a phylogeographic window onto the disjunct distribution of the Chlorocebus lhoesti species group","https://scispace.com/paper/forest-monkeys-and-pleistocene-refugia-a-phylogeographic-4d1oxp9zed","2008","Journal Article","Zoological Journal of the Linnean Society","Anthony J. Tosi","10.1111/J.1096-3642.2008.00419.X","","… This is the first such molecular phylogenetic study to survey all three taxa of the … Monkeys of the tribe Cercopithecini, also known as ‘guenons’, are a diverse body of African primates. A …",""
"Potential drivers of samango monkey (Cercopithecus albogularis) population subdivision in a highly fragmented mountain landscape in northern South Africa","https://scispace.com/paper/potential-drivers-of-samango-monkey-cercopithecus-wsoji67z","2022","Journal Article","Primates","Birthe Linden
Desiré L. Dalton
Anna M. van Wyk
Deon de Jager
Yoshan Moodley
Peter R. Taylor","10.1007/s10329-022-00981-7","https://opus.sanbi.org/bitstream/20.500.12143/8383/1/Linden%20et%20al,%202022.pdf","… losing their primate populations over the long term. The impact of fragmentation on primate … has been no discernible pattern of how primates react to forest disturbance and fragmentation…",""
"Sequential diversification with Miocene extinction and Pliocene speciation linked to mountain uplift explains the diversity of the African rain forest clade Monodoreae …","https://scispace.com/paper/McluFZuEwXsJ","","","","LPMJ Dagallier
FL Condamine","","","… fragmentation–refugia mechanism; (2) if multiple discrete and synchronous speciation events … ; (3) if diversification was constant, or if TRFs experienced major increases or decreases of …",""
"Distribution of highland forest birds across a potential dispersal barrier in the Eastern Arc Mountains of Tanzania","https://scispace.com/paper/N17kCK7lvncJ","","","","J Fjeldså
J Kiure
N Doggart
LA Hansen
A Perkin","","https://www.academia.edu/download/72202218/Distribution_of_highland_forest_birds_ac20211011-15090-pn2fbl.pdf","… for barriers as explanation of speciation may often lead to neglect … of biological diversification within this biodiversity hotspot, and … gordonorum, an endemic primate of the Udzungwa and …",""
"Towards a comprehensive view on evolutionary refugia in West African rainforests","https://scispace.com/paper/towards-a-comprehensive-view-on-evolutionary-refugia-in-west-44cukn03e3k5","2025","Journal Article","Frontiers of biogeography","Mario Ernst
Mark-Oliver Rödel
Mozes P. K. Blom","10.21425/fob.18.139537","https://biogeography.pensoft.net/article/139537/download/pdf/","… • Refugia are not the sole driver of diversification, but played a key role in driving diversification of rainforest-dependent species in combination with other factors like river barriers. • …",""
"The herpetofauna of the eastern Afromontane: evolutionary history, biogeography and conservation","https://scispace.com/paper/QI-0VZSDquIJ","","","","M Menegon","","https://e-space.mmu.ac.uk/920/1/Menegon_PhD_light.pdf","… How hot is the Eastern Afromontane biodiversity hotspot for … diversification, clarifying the importance of specific historical events in shaping what we see across the Eastern Afromontane …",""
"Phylogeography and molecular phylogenetics of East African rodents: Assessing the role of vicariance","https://scispace.com/paper/yCYH06fK_uQJ","","","","M Huhndorf","","","… forest fragmentation for Africa, which in turn is presumed to be the principal cause offaunal and floral diversification… exists between the Northern Eastern Arc Mountains (East Usambara) …",""
"Evolution at steep elevational gradients: assessing the role of genetic and ecological factors in speciation process","https://scispace.com/paper/tQa5yLvFcJMJ","","","","D Mizerovská","","https://is.muni.cz/th/rz9i5/Dissertation_DM.pdf","… diversification and endemism in one of the worlds most important biodiversity hot-spots. … significant African biodiversity hotspots is the Eastern Afromontane Biodiversity hotspot (…",""
"Genetic assessment of an isolated endemic Samango monkey (Cercopithecus albogularis labiatus) population in the Amathole Mountains, Eastern Cape Province …","https://scispace.com/paper/oZcYclA0T1MJ","","","","MT Madisha
DL Dalton
R Jansen
A Kotze","","https://www.researchgate.net/profile/M-Madisha/publication/320674979_Genetic_assessment_of_an_isolated_endemic_Samango_monkey_Cercopithecus_albogularis_labiatus_population_in_the_Amathole_Mountains_Eastern_Cape_Province_South_Africa/links/59f6c871aca272607e2bd85b/Genetic-assessment-of-an-isolated-endemic-Samango-monkey-Cercopithecus-albogularis-labiatus-population-in-the-Amathole-Mountains-Eastern-Cape-Province-South-Africa.pdf","… ) inhabits small discontinuous Afromontane forest patches in … biogeographic isolation (forest fragmentation) has resulted in … group on the mtDNA phylogenetic tree and are suspected of …",""
"Globally threatened biodiversity of the Eastern Arc Mountains and coastal forests of Kenya and Tanzania","https://scispace.com/paper/globally-threatened-biodiversity-of-the-eastern-arc-1apxdekmxn","2016","Journal Article","Journal of East African Natural History","Roy E. Gereau
Neil Cumberlidge
Claudia Hemp
Axel Hochkirch
Trevor Jones
Mercy Kariuki
Charles N. Lange
Simon P. Loader
Patrick K. Malonza
Michele Menegon
P. Kariuki Ndang’ang’a
Francesco Rovero
Phillip Shirk","10.2982/028.105.0104","https://commons.nmu.edu/cgi/viewcontent.cgi?article=1278&context=facwork_journalarticles","… , with the central EAMs as the initial centre of diversification of the forest species. Due to … also be imperative to other threatened EACF primates, such as the Endangered Tana River …","We present an account of the 909 globally threatened taxa (793 species, 74 subspecies, 42 varieties) of animals and plants in the Eastern Arc Mountains and Coastal Forests of Kenya and Tanzania and the sites in which they occur based upon a review of the 2015 IUCN Red List of Threatened Species. Results for animals are summarised by Class (Amphibia, Aves, Gastropoda, Insecta, Malacostraca, Mammalia, Reptilia) and presented for plants as a whole (Classes Bryopsida, Cycadopsida, Jungermanniopsida, Liliopsida, Lycopodiopsida, Magnoliopsida, Pinopsida, Polypodiopsida). We analyse the status of previously known and newly identified sites in which globally threatened biodiversity occurs and summarise the current state of research on the globally threatened and ecologically critical biodiversity of the EACF. We then provide recommendations for future research, environmental regulations, and management regimes based upon comprehensive and reliable data to ensure the continued survival of the EACF's biodi..."
