"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Caucasus Mountains divide postulated postglacial colonization routes in the white‐breasted hedgehog, Erinaceus concolor","https://scispace.com/paper/caucasus-mountains-divide-postulated-postglacial-3sut2owzt6","2002","Journal Article","Journal of Evolutionary Biology","Jennifer M. Seddon
F. Santucci
N.J. Reeve
Godfrey M. Hewitt","10.1046/J.1420-9101.2002.00408.X","","For many European species, the mountains of the Alps and the Pyrenees have acted as significant barriers to northwards colonization from southern glacial refugia. To the east, the Caucasus Mountains would seem to have been a similar barrier to the white-breasted hedgehog (Erinaceus concolor ). A deep divergence among hedgehog mitochondrial sequences to the north and south of the Caucasus Mountains suggests two colonization routes, originating from separate refugial regions and divided by this mountain barrier. From a Balkan refugium, hedgehogs have colonized northwards into Russia and to the northern foothills of the Caucasus Mountains. The origins of hedgehogs colonizing the southern parts of the Caucasus are not entirely clear, although fossil and climatic data suggest a glacial refugium on the southern shores of the Black Sea. Divergence within the southern group indicates a long-standing fragmentation within such a refugium or the presence of further cryptic refugia in Turkey and the Near East. The Caucasus barrier would seem to have been an important factor in structuring the late Pleistocene distribution of species.","A deep divergence among hedgehog mitochondrial sequences to the north and south of the Caucasus Mountains suggests two colonization routes, originating from separate refugial regions and divided by this mountain barrier."
"Genetic consequences of Pleistocene glaciations for the tundra vole (Microtus oeconomus) in Beringia","https://scispace.com/paper/genetic-consequences-of-pleistocene-glaciations-for-the-8bz075qpm1","2004","Journal Article","Molecular Ecology","Kurt E. Galbreath
Joseph A. Cook","10.1046/J.1365-294X.2004.02026.X","","Repeated glacial events during the Pleistocene fragmented and displaced populations throughout the northern continents. Different models of the effects of these climate-driven events predict distinct phylogeographic and population genetic outcomes for high-latitude faunas. The role of glaciations in (i) promoting intraspecific genetic differentiation and (ii) influencing genetic diversity was tested within a phylogeographic framework using the rodent Microtus oeconomus. The spatial focus for the study was Beringia, which spans eastern Siberia and northwestern North America, and was a continental crossroads and potential high arctic refugium during glaciations. Variation in mitochondrial DNA (cytochrome b and control region; 214 individuals) and nuclear DNA (ALDH1 intron; 63 individuals) was investigated across the Beringian region. Close genetic relationships among populations on either side of the Bering Strait are consistent with a history of periodic land connections between North America and Asia. A genetic discontinuity observed in western Beringia between members of a Central Asian clade and a Beringian clade is geographically congruent with glacial advances and with phylogeographic discontinuities identified in other organisms. Divergent island populations in southern Alaska were probably initially isolated by glacial vicariance, but subsequent differentiation has resulted from insularity. Tests of the genetic effects of postglacial colonization were largely consistent with expansion accompanied by founder effect bottlenecking, which yields reduced diversity in populations from recently deglaciated areas. Evidence that populations in the Beringian clade share a history of expansion from a low-diversity ancestral population suggests that Beringia was colonized by a small founder population from central Asia, which subsequently expanded in isolation.","Evidence that populations in the Beringian clade share a history of expansion from a low‐diversity ancestral population suggests that Beringia was colonized by a small founder population from central Asia, which subsequently expanded in isolation."
"Phylogeography of spiny mice (genus Acomys, Rodentia: Muridae) from the south‐western margin of the Sahara with taxonomic implications","https://scispace.com/paper/phylogeography-of-spiny-mice-genus-acomys-rodentia-muridae-2wfqunfdyf","2009","Journal Article","Biological Journal of The Linnean Society","Violaine Nicolas
Laurent Granjon
Jean-Marc Duplantier
Corinne Cruaud
Gauthier Dobigny","10.1111/J.1095-8312.2009.01273.X","","The present study aims to depict the overall pattern of Acomys history in south-western Sahara. We tested the specific predictions that: (1) several mitochondrial clades can be identified and that they coincide with the described species; (2) successive phases of desert expansion and contraction during the last 3 Myr have resulted in several phases of demographic expansion and population fragmentation in Acomys; and (3) isolation-by-distance occurs. The extent of phylogeographic patterns and molecular genetic diversity (cytochrome b gene and D-loop) were addressed in a survey of 90 individuals of Acomys from 38 localities. Our phylogeographical analyses show a strong genetic structure within western Saharan Acomys, with several phylogroups displaying non-overlapping geographic distributions. Restricted gene flow with isolation-by-distance was recorded and a signal of population expansion was detected within several clades. We suggest that during arid or semi-arid paleoclimatic periods, when large sandy areas were present, Acomys was restricted to rocky massifs, whereas, in more humid periods, when savannah and/or steppe habitat prevailed, this species was able to disperse and to survive outside rocky areas because food resources were abundant. Based on a comprehensive sampling and the use of an integrative approach (i.e. combining cytogenetic, molecular and morphological data), we firmly propose that Acomys airensis should be considered as a junior synonym of Acomys chudeaui. © 2009 The Linnean Society of London, Biological Journal of the Linnean Society, 2009, 98, 29-46.","It is suggested that during arid or semi-arid paleoclimatic periods, when large sandy areas were present, Acomys was restricted to rocky massifs, whereas, in more humid periods,when savannah and/or steppe habitat prevailed, this species was able to disperse and to survive outside rocky areas because food resources were abundant."
"The structure of biodiversity – insights from molecular phylogeography","https://scispace.com/paper/the-structure-of-biodiversity-insights-from-molecular-s9ymzx100i","2004","Journal Article","Frontiers in Zoology","Godfrey M. Hewitt","10.1186/1742-9994-1-4","","DNA techniques, analytical methods and palaeoclimatic studies are greatly advancing our knowledge of the global distribution of genetic diversity, and how it evolved. Such phylogeographic studies are reviewed from Arctic, Temperate and Tropical regions, seeking commonalities of cause in the resulting genetic patterns. The genetic diversity is differently patterned within and among regions and biomes, and is related to their histories of climatic changes. This has major implications for conservation science.","The genetic diversity is differently patterned within and among regions and biomes, and is related to their histories of climatic changes, and this has major implications for conservation science."
"Phylogeography of the Australian dunnart Sminthopsis crassicaudata (Marsupialia : Dasyuridae)","https://scispace.com/paper/phylogeography-of-the-australian-dunnart-sminthopsis-52fv2e0hu4","2000","Journal Article","Australian Journal of Zoology","Steven J. B. Cooper
M. Adams
A. Labrinidis","10.1071/ZO00014","","Analyses of mitochondrial DNA (mtDNA) and allozymes are used to investigate the population genetic structure, phylogeography and systematics of the fat-tailed dunnart, Sminthopsis crassicaudata. Phylogenetic analyses of control region sequences reveal the presence of two major mtDNA haplotype clades. A survey of the distribution of the two clades using diagnostic restriction endonucleases shows that one clade is restricted to southeast Australia whereas the second clade occupies the remaining central to western range of S. crassicaudata. Allozyme electrophoresis also shows concordant patterns of population structure, with significant differences in allele frequency at three loci between populations in the southeast and northwest. Together, the mtDNA and allozyme data provide evidence that S. crassicaudata consists of two Evolutionarily Significant Units (ESUs). The distribution of each ESU is not concordant with the distribution of the subspecies of S. crassicaudata, and we propose that the current subspecies classification neither reflects the major genetic subdivisions present within S. crassicaudata nor would be appropriate for any future conservation management. The level of divergence between mtDNA clades (3.4%) is indicative of cladogenesis in the Pleistocene and reflects a long-term barrier to maternal gene flow between these two populations. One potential historical barrier was Lake Bungunnia, which persisted in the Murray basin over much of the Pleistocene.","The mtDNA and allozyme data provide evidence that S. crassicaudata consists of two Evolutionarily Significant Units (ESUs), and it is proposed that the current subspecies classification neither reflects the major genetic subdivisions present within S. cricketaudata nor would be appropriate for any future conservation management."
"Post-glacial re-colonization of European biota","https://scispace.com/paper/post-glacial-re-colonization-of-european-biota-5muhp82l4t","1999","Journal Article","Biological Journal of The Linnean Society","Godfrey M. Hewitt","10.1111/J.1095-8312.1999.TB01160.X","","Population structure is the result of both present processes and past history. Molecular markers are proving of great value in describing the former, and it is important to similarly determine the latter in order to understand their respective contributions. The study of palaeo-climates has also advanced significantly, and in particular that of the Pleistocene ice ages, which modified species ranges considerably. The last ice age and rapid post-glacial colonization of Europe is summarized. Possible population genetic consequences of expansion northward from southern refugia, and those of remaining in these mountainous regions are discussed. A series of recent case studies are detailed where DNA sequence information has been used to describe species genetic variation and subdivision across Europe. These include a grasshopper, the hedgehog, oak trees, the common beech, the black alder, the brown bear, newts, shrews, water vole, silver fir and house mice. These molecular data confirm southern peninsulas of Europe as major ice age refugia, and in most cases demonstrate that genetically distinct taxa emerged from them. They can thus define genomic differences and so greatly augment previous fossil data. The refugial genomes contributed differently in various species to the re-colonization of Europe, with three broad patterns described as paradigms—«grasshopper», «hedgehog» and «bear». These different expansion patterns produced clusters of hybrid zones where they made contact, and it is argued that many species genomes may be further cryptically subdivided. A reduction in diversity from southern to northern Europe in the extent of allelic variation and species subdivision is seen; this is attributed to rapid expansion northward and the varied topography of southern refugia allowing populations to diverge through several ice ages. The differences in DNA sequence indicate that some species have been diverging in refugial regions for a few ice ages at most, whilst distinct lineages in other species suggest much more ancient separation.","Diversity from southern to northern Europe in the extent of allelic variation and species subdivision is seen; this is attributed to rapid expansion northward and the varied topography of southern refugia allowing populations to diverge through several ice ages."
"Identification and dynamics of a cryptic suture zone in tropical rainforest","https://scispace.com/paper/identification-and-dynamics-of-a-cryptic-suture-zone-in-28aiz5enyd","2009","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Craig Moritz
Conrad J. Hoskin
Jacob B. MacKenzie
Ben L. Phillips
Maria A. Tonione
Nelson R.F.A. Silva
Jeremy VanDerWal
Stephen E. Williams
Catherine H. Graham","10.1098/RSPB.2008.1622","","Suture zones, shared regions of secondary contact between long-isolated lineages, are natural laboratories for studying divergence and speciation. For tropical rainforest, the existence of suture zones and their significance for speciation has been controversial. Using comparative phylogeographic evidence, we locate a morphologically cryptic suture zone in the Australian Wet Tropics rainforest. Fourteen out of 18 contacts involve morphologically cryptic phylogeographic lineages, with mtDNA sequence divergences ranging from 2 to 15 per cent. Contact zones are significantly clustered in a suture zone located between two major Quaternary refugia. Within this area, there is a trend for secondary contacts to occur in regions with low environmental suitability relative to both adjacent refugia and, by inference, the parental lineages. The extent and form of reproductive isolation among interacting lineages varies across species, ranging from random admixture to speciation, in one case via reinforcement. Comparative phylogeographic studies, combined with environmental analysis at a fine-scale and across varying climates, can generate new insights into suture zone formation and to diversification processes in species-rich tropical rainforests. As arenas for evolutionary experimentation, suture zones merit special attention for conservation.","Comparative phylogeographic studies, combined with environmental analysis at a fine-scale and across varying climates, can generate new insights into suture zone formation and to diversification processes in species-rich tropical rainforests."
"Phylogeography of the ground squirrel subgenus Xerospermophilus and assembly of the Mojave Desert biota","https://scispace.com/paper/phylogeography-of-the-ground-squirrel-subgenus-f7a9106x5h","2010","Journal Article","Journal of Biogeography","Kayce C. Bell
David J. Hafner
Philip Leitner
Marjorie D. Matocq","10.1111/J.1365-2699.2009.02202.X","","Aim The Mohave ground squirrel (Xerospermophilus mohavensis) is one of a few endemic species of the Mojave Desert of south-western North America. We describe phylogeographic patterns within this species and its sister taxon (Xerospermophilus tereticaudus) and test hypotheses concerning their biogeographical history using genetic signatures of stable versus expanding populations. We compare these patterns with those of other Mojave species to evaluate the role of vicariance in producing phylogeographic structure during the assembly of the Mojave Desert biota.



Location  The Mojave Desert and adjacent desert regions of south-western North America.



Methods  Complete cytochrome b gene sequences of X. mohavensis (46 individuals representing 11 localities) and X. tereticaudus (38 individuals representing 14 localities) were analysed using Bayesian methods to infer phylogenetic relationships. Genetic signals of stable or expanding populations were examined based on the distribution of recent mutations and pairwise differences, as well as with a coalescent-based approach.



Results  The two species are reciprocally monophyletic and may have diverged in response to the late Pliocene–early Pleistocene uplift of the Transverse Ranges and Mojave block. Little phylogeographic structure is evident within X. mohavensis, but there is a signature of northern expansion from a presumably full-pluvial refugium in the Mojave River basin. Four geographic subgroups are evident within X. tereticaudus, and there is a signature of northern expansion from a presumably full-pluvial refugium in the Sonoran coastal plains. Roughly congruent phylogeographic patterns are found within five arid-adapted taxa, indicating a strong element of vicariance during the assembly of the generally transitional Mojave Desert biota.



Main conclusions  We present a preliminary model for the historical assembly of the Mojave Desert biota that indicates a strong vicariant element producing autochthonous lineages (including X. mohavensis) that diverged during the major geological and climatic events of the last 5 Myr. Phylogeographic partitioning within the Mojave Desert underscores the necessity of immediate conservation measures for this unique and fragile arid ecosystem that is locked between two large metropolitan population centres and is the target of continued adverse environmental impact.","The Mohave ground squirrel is described and phylogeographic patterns within this species and its sister taxon are described and hypotheses concerning their biogeographical history are tested using genetic signatures of stable versus expanding populations."
"Phylogeography: retrospect and prospect","https://scispace.com/paper/phylogeography-retrospect-and-prospect-1lceq34ihm","2009","Journal Article","Journal of Biogeography","John C. Avise","10.1111/J.1365-2699.2008.02032.X","","Phylogeography has grown explosively in the two decades since the word was coined and the discipline was outlined in 1987. Here I summarize the many achievements and novel perspectives that phylogeography has brought to population genetics, phylogenetic biology and biogeography. I also address future directions for the field. From the introduction of mitochondrial DNA assays in the late 1970s, to the key distinction between gene trees and species phylogenies, to the ongoing era of multi-locus coalescent theory, phylogeographic perspectives have consistently challenged conventional genetic and evolutionary paradigms, and they have forged empirical and conceptual bridges between the formerly separate disciplines of population genetics (microevolutionary analysis) and phylogenetic biology (in macroevolution).","This paper summarizes the many achievements and novel perspectives that phylogeography has brought to population genetics, phylogenetic biology and biogeography, and addresses future directions for the field."
"Holarctic phylogeography of the root vole (Microtus oeconomus): implications for late Quaternary biogeography of high latitudes","https://scispace.com/paper/holarctic-phylogeography-of-the-root-vole-microtus-oeconomus-2bbmnu0kom","2003","Journal Article","Molecular Ecology","Cecilia Brunhoff
Kurt E. Galbreath
Kurt E. Galbreath
Vadim B. Fedorov
Joseph A. Cook
Maarit Jaarola","10.1046/J.1365-294X.2003.01796.X","","A species-wide phylogeographical study of the root vole (Microtus oeconomus) was performed using the whole 1140 base pair mitochondrial (mt) cytochrome b gene. We examined 83 specimens from 52 localities resulting in 65 unique haplotypes. Our results demonstrate that the root vole is divided into four main mtDNA phylogenetic lineages that seem to have largely allopatric distributions. Net divergence estimates (2.0-3.5%) between phylogroups, as well as relatively high nucleotide diversity estimates within phylogroups, indicate that the distinct phylogeographical structure was initiated by historical events that predated the latest glaciation. European root voles are divided into a Northern and a Central mtDNA phylogroup. The mtDNA data in concert with fossil records imply that root voles remained north of the classical refugial areas in southern Europe during the last glacial period. The currently fragmented populations in central Europe belong to a single mtDNA phylogroup. The Central Asian and the North European lineages are separated by the Ural Mountains, a phylogeographical split also found in collared lemmings (Dicrostonyx) and the common vole (M. arvalis). The Beringian lineage occurs from eastern Russia through Alaska to northwestern Canada. This distribution is congruent with the traditional boundaries of the Beringian refugium and with phylogeographical work on other organisms. In conclusion, similarities between the phylogeographical patterns in the root vole and other rodents, such as Arctic and subarctic lemmings, as well as more temperate vole species, indicate that late Quaternary geological and climatic events played a strong role in structuring northern biotic communities.","The root vole (Microtus oeconomus) is divided into four main mtDNA phylogenetic lineages that seem to have largely allopatric distributions as discussed by the authors."
"Phylogeography: The History and Formation of Species","https://scispace.com/paper/phylogeography-the-history-and-formation-of-species-2jm3j51d2t","2000","Book","","John C. Avise","","","Preface I. History and Conceptual Background 1. The History and Purview of Phylogeography 2. Demography-Phylogeny Connections II. Empirical Intraspecific Phylogeography 3. Lessons from Human Analyses 4. Intraspecific Patterns in other Animals III. Genealogical Concordance: Toward Speciation and Beyond 5. Genealogical Concordance 6. Speciation Processes and Extended Genealogy Works Cited Index","This chapter discusses the history and Purview of Phylogeography, Genealogical Concordance, and Speciation Processes and Extended Genealogy Works and its applications to Speciation and Beyond."
