"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Differentiation of vocalizations in bushbabies (Galaginae, Prosimiae, Primates) and the significance for assessing phylogenetic relationships","https://scispace.com/paper/differentiation-of-vocalizations-in-bushbabies-galaginae-1n48u7uj3k","2009","Journal Article","Journal of Zoological Systematics and Evolutionary Research","Elke Zimmermann","10.1111/J.1439-0469.1990.TB00377.X","","… bioacoustic taxonomy Therefore, loud calls of two isolated local races of bushbabies belonging according to HILL'S taxonomy to Galago senegalensis s., a west african lesser bushbaby…","A comparative bioacustic analysis of vocalizations of the prosimian subfamily Galaginae revealed that morphologically similar sibling taxa within the main groups of the lesser galagos and the greater galagos can be reliably identified phenotypically on the basis of the acoustic structure of their loud call or advertisement call. Results confirm the separation of two distinct species of greater galagos, Galago crassicaudatus and Galago garnettii, and strongly suggest the discrimination of three distinct species from the senegalensis lesser bushbaby group, Galago senegalensis, Galago moholi and Galao zanzibaricus.

An investigation of the ontogenetic development of the loud call indicated that it is derived from the infant's isolation call, displaying in all studied bushbaby taxa a fairly similar acoustic pattern. Shared acoustic characters of the loud call among the different taxa as well as the infant's isolation call were used to propose a hypothesis about the phylogenetic affinities in bushbabies. The results seem to be supported by recent fossil records."
"The Taita mountain dwarf galago Galagoides sp: a new primate for Kenya","https://scispace.com/paper/the-taita-mountain-dwarf-galago-galagoides-sp-a-new-primate-3qvz6qbowa","2002","Journal Article","Journal of East African Natural History","Andrew Perkin
Simon K. Bearder
Thomas M. Butynski
Bernard Agwanda
Benny Bytebier","10.2982/0012-8317(2002)91[1:TTMDGG]2.0.CO;2","https://bioone.org/journals/journal-of-east-african-natural-history/volume-91/issue-1/0012-8317_2002_91_1_TTMDGG_2.0.CO_2/The-Taita-Mountain-Dwarf-Galago-Galagoides-Sp--A-New/10.2982/0012-8317(2002)91[1:TTMDGG]2.0.CO;2.pdf","… the mountain dwarf galago Galagoides orinus and the Zanzibar galago … East Africa have recently been described: mountain dwarf galago Galagoides orinus, Rondo dwarf galago …","Surveys in the forests of the Taita Hills yielded a new primate record for Kenya Based on direct observations and tape recordings of its vocalizations, this primate is identified as a dwarf galago Galagoides sp Identification to the species level is not possible at this stage as molecular data are not available, and more morphological and vocalization data are required The vocal repertoire of the “Taita mountain dwarf galago” is qualitatively different from other known populations of dwarf galagos, including the mountain dwarf galago Galagoides orinus and the Zanzibar galago Galagoides zanzibaricus cocos The Taita mountain dwarf galago might represent a hitherto unknown subspecies, or even species The possible identity of the Taita mountain dwarf galago is briefly discussed in terms of biogeography We also confirmed the presence of Garnett's small-eared galago Otolemur garnettii lasiotis and present biometric measurements from trapped animals"
"The galagines of South Africa","https://scispace.com/paper/HGRYYqIbQkoJ","","","","GA Doyle
SK Bearder","","","… senegalensis, the thick-tailed bushbaby and the lesser bushbaby, respectively, are indigenous to … west extending directly east as far as Somalia and south through East Africa as far as …",""
"Phylogenetic diversity and the conservation biogeography of African primates","https://scispace.com/paper/phylogenetic-diversity-and-the-conservation-biogeography-of-2iel4cm4m5","2007","Journal Article","Journal of Biogeography","Keriann C. McGoogan
Tracy L. Kivell
Matthew Hutchison
Hilary C. Young
Sean Blanchard
Margaret Keeth
Shawn M. Lehman","10.1111/J.1365-2699.2007.01759.X","http://individual.utoronto.ca/slehman/files/Download/Phylogenetic%20diversity%20and%20the%20conservation%20biogeography%20of%20African%20primates.pdf","… Aim Phylogenetics has an important role in conservation … species are Central Africa and East Africa, each with six … , Arctocebus aureus, Galagoides zanzibaricus, and Galagoides granti). …","Aim Phylogenetics has an important role in conservation biogeography.
However, there are few data on the phylogenetic diversity of African primates.
The phylogenetic diversity (PD) of a species is a measure of its taxonomic
distinctness and can be estimated by looking at the phylogenetic relationships
among taxa. Species-specific metrics on PD can then be used to determine
conservation priorities at various biogeographical scales. We used PD metrics to
rank 55 African primate species according to their conservation priorities at the
country level and within six African biogeographical regions. We also addressed
the following question: are there differences in conservation rankings between the
IUCN Red List and our PD metrics?
Location Africa.
Methods We created a consensus phylogeny for all African primate clades based
on genetic studies. Analyses of species distributions were determined using
presence/absence scores at two levels: country and biogeographical region.
A node-based method that standardizes for widespread taxa and endemicity was
used to calculate PD indices. Hierarchical cluster analysis was used to convert one
of the standardized, phylogenetic indices into three clusters that could be ranked
and compared with the main IUCN conservation rankings of endangered,
vulnerable, and lower risk.
Results At the country and region levels, the top-priority species in terms of PD are
Pan paniscus, Macaca sylvanus, Arctocebus calabarensis, Gorilla beringei, Arctocebus
aureus, Allenopithecus nigroviridis, Gorilla gorilla, Procolobus verus, Cercopithecus
solatus, Cercocebus galeritus, Colobus angolensis, Theropithecus gelada, Galagoides
zanzibaricus, Galagoides granti, and Procolobus (Piliocolobus) badius. Geographic
rankings were highest for the Democratic Republic of the Congo (country level) and
Central Africa (region level). Although there were no overall differences between
IUCN conservation ranks and the PD rankings, there were significant differences
between the two systems for vulnerable and endangered primate taxa.
Main conclusions There are few ecological and behavioural data on populations
of some of the African primates that represent the highest levels of phylogenetic
diversity. Studies of primate taxa with high PD rankings should focus on
identifying sites suitable for intensive studies of population densities, feeding
ecology, and reproductive behaviour. We suggest that PD metrics can serve as an
important, complementary data set in the IUCN ranking system for primates."
"Remarkable ancient divergences amongst neglected lorisiform primates","https://scispace.com/paper/remarkable-ancient-divergences-amongst-neglected-lorisiform-kqt7ukxfue","2015","Journal Article","Zoological Journal of the Linnean Society","Luca Pozzi
K. Anne-Isola Nekaris
Andrew Perkin
Simon K. Bearder
Elizabeth Pimley
Elizabeth Pimley
Helga Schulze
Ulrike Streicher
Tilo Nadler
Andrew C. Kitchener
Andrew C. Kitchener
Hans Zischler
Dietmar Zinner
Christian Roos","10.1111/ZOJ.12286","https://academic.oup.com/zoolinnean/article-pdf/175/3/661/17013207/zoj12286.pdf","… Galagoides rondoensis is the most physically distinctive and smallest (c. 60 g) Galagoides in East Africa … As a consequence, their taxonomy and biogeography is still poorly known and …",""
"Assessing Ecological Divergence and Speciation Scenarios of the Paragalago zanzibaricus Species Complex Through Climatic Niche Modeling","https://scispace.com/paper/assessing-ecological-divergence-and-speciation-scenarios-of-2l45qn80","2023","Journal Article","International Journal of Primatology","Evan Miller
Averee M. Luhrs
Amanda N. Mancini
Mary E. Blair
Luca Pozzi","10.1007/s10764-023-00374-7","https://par.nsf.gov/servlets/purl/10510335","… divergence within the Paragalago zanzibaricus species complex in East Africa. We … taxonomy of the Galagidae involves the splitting of the former dwarf galago genus Galagoides …",""
"Lack of congruence between morphological and molecular data in reconstructing the phylogeny of the Galagonidae","https://scispace.com/paper/lack-of-congruence-between-morphological-and-molecular-data-n6m9tyvz5k","2002","Journal Article","American Journal of Physical Anthropology","Judith C. Masters","10.1002/AJPA.10001","","… Morphological studies group this taxon either with the dwarf galagos (Galagoides) or with the … The use of hand morphology in the taxonomy of galagos. Primates 40:469–478. Asher RJ. …","Published cladistic reconstructions of galagonid phylogeny based on morphological, behavioral, and genetic data have had few elements in common. A recent molecular study indicated that 2 of the 3 generic groupings derived from morphological data were not consistent with tree topologies constructed from the analysis of mitochondrial DNA sequences. In this study, we compiled and analyzed a data set based on craniodental morphology in 13 galagonid and 8 outgroup taxa, comprising 3 dwarf-lemur and 5 loris species, and subjected it to cladistic analysis. Our aim was not only to generate a new phylogenetic hypothesis based on these data, but also to investigate the conditions under which congruence could be achieved between these results and those obtained previously. The data set was found to be highly sensitive to the choice of outgroup, with the lorises showing high interspecific variability in cranial structure. Congruence between the craniodental and molecular trees could be achieved only if Arctocebus was used as the outgroup and two characters were preferentially weighted. Further progress in the reconstruction of galagonid phylogeny will require seeking consensus in a variety of other data sets, including postcranial morphology, behavior, and additional gene sequences. The effect of different outgroups on molecular analysis needs attention."
"Does the Spectacled Lesser Galago Galago matschiei Lorenz, 1917 (Primates: Strepsirrhini: Galagidae) Occur East of Uganda's Lake Victoria-Nile River Basin …","https://scispace.com/paper/gzrdTgUaDlQJ","","","","TM Butynski
YA de Jong","","https://www.wildsolutions.nl/wp-content/uploads/ButynskiDe_Jong-2025-Galago_matschiei.pdf","… of dwarf galagos Galagoides, Demidoff’s dwarf galago … During this period, temperatures in East Africa were ~4–8ºC … Current taxonomy places the whitefooted lesser galago Galago …",""
"Phylogeography and evolutionary lineage diversity in the small-eared greater galago, Otolemur garnettii (Primates: Galagidae)","https://scispace.com/paper/BAezYRdAwHsJ","","","","A Penna
R Dillon
SK Bearder","","https://par.nsf.gov/servlets/purl/10647470","… Their taxonomy has been long hampered by the lack of … on the Zanzibar dwarf galago (Paragalago zanzibaricus), a species … and climatic changes in East Africa led to the structuration of …",""
"Behaviour and ecology of the Northern lesser galago (Galago senegalensis)","https://scispace.com/paper/fWCp_jS54BoJ","","","","G Ellison","","https://e-space.mmu.ac.uk/630782/1/Grace%20Ellison_PhD%20thesis.pdf","… Nests, used by species within the Paragalago, Galagoides, Galago and Otolemur genera, are usually open platform leaf constructions surrounded by thorny trees, providing crypsis and …",""
