"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"GENEALOGICAL TREES, COALESCENT THEORY AND THE ANALYSIS OF GENETIC POLYMORPHISMS","https://scispace.com/paper/rosenberg-and-nordborg-2002-genealogical-trees-coalescent-p3t47ujt","2002","","Nature Reviews Genetics","Noah A. Rosenberg
Magnus Nordborg","10.1038/nrg795","https://scispace.com/records/rosenberg-and-nordborg-2002-genealogical-trees-coalescent-p3t47ujt","1. Conclusion:
 Coalescent-based methods for tree estimation, which, unlike most traditional phylogenetic algorithms, are designed to allow variation both in and between species, are uniquely suited for doing this  .

2. Conclusion:
 Coalescent-based methods can be used for inference of relationships among groups that are sufficiently related that genealogies of different genomic regions disagree.

3. Conclusion:
 Perhaps most importantly, in the era of genomic polymorphism data, the coalescent approach can naturally incorporate the effects of recombination, whereas the phylogenetic approach cannot.","Improvements in genotyping technologies have led to the increased use of genetic polymorphism for inference about population phenomena, such as migration and selection. Such inference presents a challenge, because polymorphism data reflect a unique, complex, non-repeatable evolutionary history. Traditional analysis methods do not take this into account. A stochastic process known as the 'coalescent' presents a coherent statistical framework for analysis of genetic polymorphisms."
"Revealing the demographic histories of species using DNA sequences","https://scispace.com/paper/emerson-et-al-2001-revealing-the-demographic-histories-of-1nvhn2z7","2001","","TRENDS in Ecology & Evolution","Brent C. Emerson
Emmanuel Paradis
Christophe Thébaud","","https://scispace.com/records/emerson-et-al-2001-revealing-the-demographic-histories-of-1nvhn2z7","1. Conclusions and future prospects:
 Current work in coalescent-based graphical methods is seeking to incorporate errors in phylogenetic reconstruction for estimates of demographic history.

2. Abstract:
 At the core of many of these approaches is the extraction of information from the structure of phylogenetic trees to infer the demographic history of a population, and underlying nearly all methods is coalescent theory.","Various methodological approaches using molecular sequence data have been developed and applied across several fields, including phylogeography, conservation biology, virology and human evolution. The aim of these approaches is to obtain predictive estimates of population history from DNA sequence data that can then be used for hypothesis testing with empirical data. This recent work provides opportunities to evaluate hypotheses of constant population size through time, of population growth or decline, of the rate of growth or decline, and of migration and growth in subdivided populations. At the core of many of these approaches is the extraction of information from the structure of phylogenetic trees to infer the demographic history of a population, and underlying nearly all methods is coalescent theory. With the increasing availability of DNA sequence data, it is important to review the different ways in which information can be extracted from DNA sequence data to estimate demographic parameters."
"Properties of Consensus Methods for Inferring Species Trees from Gene Trees","https://scispace.com/paper/degnan-et-al-2009-properties-of-consensus-methods-for-64z53tib","2009","","Systematic Biology","James H. Degnan
Michael Degiorgio
David Bryant
Noah A. Rosenberg","10.1093/sysbio/syp008","https://scispace.com/records/degnan-et-al-2009-properties-of-consensus-methods-for-64z53tib","1. ASSUMPTIONS AND DEFINITIONS:
 We use the term ""multispecies coalescent"" for the model in which coalescent processes occur in each branch of a species tree and for which all possible coalescent events within a branch are equally likely.

2. CONCLUSIONS:
 The fact that under the multispecies coalescent model R * trees are asymptotically guaranteed to be fully resolved and to match the species-tree topology means that the R * procedure is not only not misleading but is also a statistically consistent estimator of the species-tree topology.

3. CONCLUSIONS:
 The only feature of the multispecies coalescent model used in proving the consistency of the R * method is the fact that in this model, 3-taxon re-lationships that occur in the species tree are also expected to occur in the gene-tree distribution.","Consensus methods provide a useful strategy for summarizing information from a collection of gene trees. An important application of consensus methods is to combine gene trees to estimate a species tree. To investigate the theoretical properties of consensus trees that would be obtained from large numbers of loci evolving according to a basic evolutionary model, we construct consensus trees from rooted gene trees that occur in proportion to gene-tree probabilities derived from coalescent theory. We consider majority-rule, rooted triple (R*), and greedy consensus trees obtained from known, rooted gene trees, both in the asymptotic case as numbers of gene trees approach infinity and for finite numbers of genes. Our results show that for some combinations of species-tree branch lengths, increasing the number of independent loci can make the rooted majority-rule consensus tree more likely to be at least partially unresolved. However, the probability that the R* consensus tree has the species-tree topology approaches 1 as the number of gene trees approaches ∞. Although the greedy consensus algorithm can be the quickest to converge on the correct species-tree topology when increasing the number of gene trees, it can also be positively misleading. The majority-rule consensus tree is not a misleading estimator of the species-tree topology, and the R* consensus tree is a statistically consistent estimator of the species-tree topology. Our results therefore suggest a method for using multiple loci to infer the species-tree topology, even when it is discordant with the most likely gene tree. [Anomalous gene tree; coalescence; discordance; lineage sorting; phylogenetics; statistical consistency.]"
"Estimating Species Trees: Methods of Phylogenetic Analysis When There Is Incongruence across Genes","https://scispace.com/paper/knowles-2009-estimating-species-trees-methods-of-cgofmt4t","2009","","Systematic Biology","L. Lacey Knowles","10.1093/sysbio/syp061","https://scispace.com/records/knowles-2009-estimating-species-trees-methods-of-cgofmt4t","1. Species-Tree Inference Procedures:
 Depending on how information about the coalescent is incorporated into the method (e.g., using estimates of coalescent times, ranks of coalescent times, or minimum divergence times), the different approaches may exhibit differing levels of sensitivity to properties of the data, such as limited levels of variation or biological causes of discord that are not considered by the model.

2. Need for a Paradigm Shift?:
 Because these 4 methods differ in how the coalescent is summarized,  show that the best performing method will vary depending on whether the primary contributing factor to gene-tree-species-tree discord arises from the coalescent versus substitution process.

3. Need for a Paradigm Shift?:
 Because the method relies on the rank of coalescence times rather than the distances between gene lineages (i.e., alleles), the STAR method is robust to violations of molecular clock assumptions (to the extent that the topology of gene trees is accurately reconstructed).","Discord among the gene trees of multilocus data has motivated the development of phylogenetic approaches that account for gene-tree heterogeneity in the estimation procedure. Rather than equating a gene tree with the phylogenetic history, the new approaches explicitly consider the relationships between gene trees and the underlying history of species divergence, providing direct estimates of species trees (Fig. 1). The inherent appeal of these approaches is 2-fold. Incorporating information contained in the distribution of gene trees not only extracts phylogenetic signal, but modeling the relationship between the gene trees embedded in a species tree also reveals the biological processes that have influenced the diversification history and shaped organismal genomes. In contrast, ignoring the variance in genealogical histories (e.g., concatenating loci into a single supermatrix) disregards an inescapable biological reality—gene trees differ for a variety of reasons (reviewed in Maddison 1997; Degnan and Rosenberg 2009). As such, when the natural variation in gene trees is not taken into account during phylogenetic estimation, the reliability of inferences from such approaches is drawn into question (Degnan and Rosenberg 2006; Kubatko and Degnan 2007; Huang and Knowles 2009), historical scenarios with recently diverged taxa that have not reached reciprocal monophyly has become intractable (Carstens and Knowles 2007), and interpretation of the support for bipartitions across taxa is problematic (Mossel and Vigoda 2005)."
"Accuracy and Precision of Species Trees: Effects of Locus, Individual, and Base Pair Sampling on Inference of Species Trees in Lizards of the Liolaemus darwinii Group (Squamata, Liolaemidae)","https://scispace.com/paper/camargo-et-al-2012-accuracy-and-precision-of-species-trees-acrrpqxv","2012","","Systematic Biology","Arley Camargo
Luciano J. Avila
Mariana Morando
Jack W. Sites Jr.","10.1093/sysbio/syr105","https://scispace.com/records/camargo-et-al-2012-accuracy-and-precision-of-species-trees-acrrpqxv","1. Performance:
 Our evaluation of species-tree inference using a coalescent-based method is valid as long as genetree heterogeneity was a result of incomplete lineage sorting only. When including multiple individuals for reconstruction of species trees, sampling from phylogeographic lineage boundaries might obfuscate phylogenetic signal due to gene flow between species (Leache 2009).","Molecular phylogenetics has entered a new era in which species trees are estimated from a collection of gene trees using methods that accommodate their heterogeneity and discordance with the species tree. Empirical evaluation of species trees is necessary to assess the performance (i.e., accuracy and precision) of these methods with real data, which consists of gene genealogies likely shaped by different historical and demographic processes. We analyzed 20 loci for 16 species of the South American lizards of the Liolaemus darwinii species group and reconstructed a species tree with *BEAST, then compared the performance of this method under different sampling strategies of loci, individuals, and sequence lengths. We found an increase in the accuracy and precision of species trees with the number of loci, but for any number of loci, accuracy substantially decreased only when using only one individual per species or 25% of the full sequence length (~147 bp). In addition, locus ""informativeness"" was an important factor in the accuracy/precision of species trees when using a few loci, but it became increasingly irrelevant with additional loci. Our empirical results combined with the previous simulation studies suggest that there is an optimal range of sampling effort of loci, individuals, and sequence lengths for a given speciation history and information content of the data. Future studies should be directed toward further assessment of other factors that can impact performance of species trees, including gene flow, locus ""informativeness,"" tree shape, missing data, and errors in species delimitation. [Accuracy; coalescent; Liolaemus; phylogeny; precision; sampling; South America; species trees.]"
"Nuclear DNA analyses in genetic studies of populations: practice, problems and prospects","https://scispace.com/paper/zhang-and-hewitt-2003-nuclear-dna-analyses-in-genetic-iayw5vyp","2003","","Molecular Ecology","De-Xing Zhang
Godfrey M. Hewitt","","https://scispace.com/records/zhang-and-hewitt-2003-nuclear-dna-analyses-in-genetic-iayw5vyp","1. Low divergence and polytomy:
 These methods, in combination with coalescent analysis, appear to be able to overcome some of the major hurdles (such as multifurcation, recombination) of the traditional phylogenetic analysis techniques, and capable of recovering more precisely patterns of past population processes .","Population-genetic studies have been remarkably productive and successful in the last decade following the invention of PCR technology and the introduction of mitochondrial and microsatellite DNA markers. While mitochondrial DNA has proven powerful for genealogical and evolutionary studies of animal populations, and microsatellite sequences are the most revealing DNA markers available so far for inferring population structure and dynamics, they both have important and unavoidable limitations. To obtain a fuller picture of the history and evolutionary potential of populations, genealogical data from nuclear loci are essential, and the inclusion of other nuclear markers, i.e. single copy nuclear polymorphic (scnp) sequences, is clearly needed. Four major uncertainties for nuclear DNA analyses of populations have been facing us, i.e. the availability of scnp markers for carrying out such analysis, technical laboratory hurdles for resolving haplotypes, difficulty in data analysis because of recombination, low divergence levels and intraspecific multifurcation evolution, and the utility of scnp markers for addressing population-genetic questions. In this review, we discuss the availability of highly polymorphic single copy DNA in the nuclear genome, describe patterns and rate of evolution of nuclear sequences, summarize past empirical and theoretical efforts to recover and analyse data from scnp markers, and examine the difficulties, challenges and opportunities faced in such studies. We show that although challenges still exist, the above-mentioned obstacles are now being removed. Recent advances in technology and increases in statistical power provide the prospect of nuclear DNA analyses becoming routine practice, allowing allele-discriminating characterization of scnp loci and microsatellite loci. This certainly will increase our ability to address more complex questions, and thereby the sophistication of genetic analyses of populations."
"A coalescent perspective on delimiting and naming species: a reply to Bauer et al.","https://scispace.com/paper/fujita-and-leache-2011-a-coalescent-perspective-on-016ld7s0","2010","","Proceedings of the Royal Society B: Biological Sciences","Matthew K. Fujita
Adam D. Leaché","10.1098/rspb.2010.1864","https://scispace.com/records/fujita-and-leache-2011-a-coalescent-perspective-on-016ld7s0","1. MULTI-LOCUS, COALESCENT-BASED METHODS INCREASE OBJECTIVITY IN SPECIES DELIMITATION:
 Multi-locus data also capture the stochasticity inherent in the coalescent, including gene tree incongruence stemming from incomplete lineage sorting, variation in molecular sequences and variation in demographic parameters , all of which must be modelled to achieve accurate species delimitation with molecular genetic data.

2. MULTI-LOCUS, COALESCENT-BASED METHODS INCREASE OBJECTIVITY IN SPECIES DELIMITATION:
 We emphasize that by coalescent history we do not mean reciprocal monophyly of alleles between species (although this could occur), but rather a significant shift in gene trees away from the patterns expected under the null hypothesis of random mating. Third, the method embraces genetics and lineage-based arguments.

3. MULTI-LOCUS, COALESCENT-BASED METHODS INCREASE OBJECTIVITY IN SPECIES DELIMITATION:
 Second, they are grounded in evolutionary history and population genetic theory.",""
"Species Delimitation Using a Combined Coalescent and Information-Theoretic Approach: An Example from North American Myotis Bats","https://scispace.com/paper/carstens-and-dewey-2010-species-delimitation-using-a-34eq3yjc","2010","","Systematic Biology","Bryan C. Carstens
Tanya A. Dewey","10.1093/sysbio/syq024","https://scispace.com/records/carstens-and-dewey-2010-species-delimitation-using-a-34eq3yjc","1. Abstract:
 Coalescent model-based methods for phylogeny estimation force systematists to confront issues related to the identification of species boundaries.","Coalescent model-based methods for phylogeny estimation force systematists to confront issues related to the identification of species boundaries. Unlike conventional phylogenetic analysis, where species membership can be assessed qualitatively after the phylogeny is estimated, the phylogenies that are estimated under a coalescent model treat aggregates of individuals as the operational taxonomic units and thus require a priori definition of these sets because the models assume that the alleles in a given lineage are sampled from a single panmictic population. Fortunately, the use of coalescent model-based approaches allows systematists to conduct probabilistic tests of species limits by calculating the probability of competing models of lineage composition. Here, we conduct the first exploration of the issues related to applying such tests to a complex empirical system. Sequence data from multiple loci were used to assess species limits and phylogeny in a clade of North American Myotis bats. After estimating gene trees at each locus, the likelihood of models representing all hierarchical permutations of lineage composition was calculated and Akaike information criterion scores were computed. Metrics borrowed from information theory suggest that there is strong support for several models that include multiple evolutionary lineages within the currently described species Myotis lucifugus and M. evotis. Although these results are preliminary, they illustrate the practical importance of coupled species delimitation and phylogeny estimation. [Coalescent theory; species delimitation; species tree phylogeny estimation.]"
"Identifying Hybridization Events in the Presence of Coalescence via Model Selection","https://scispace.com/paper/kubatko-2009-identifying-hybridization-events-in-the-9sermqt4","2009","","Systematic Biology","Laura Salter Kubatko","10.1093/sysbio/syp055","https://scispace.com/records/kubatko-2009-identifying-hybridization-events-in-the-9sermqt4","1. Abstract:
 One process that gives rise to variation in the histories of individual genes is incomplete lineage sorting, which is commonly modeled by the coalescent, and thus much current work is focused on proper estimation of species phylogenies under the coalescent model.

2. DISCUSSION:
 As recognition of the importance of the coalescent in phylogenetic species tree inference continues to grow, the challenge becomes the development of models that become increasingly sophisticated by including additional evolutionary process known to be at work in the evolution of single-gene histories within the common framework of the species tree.","As DNA sequences have become more readily available, it has become increasingly desirable to infer species phylogenies from multigene data sets. Much recent work has centered around the recognition that substantial incongruence in single-gene phylogenies necessitates the development of statistical procedures to estimate species phylogenies that appropriately model the process of evolution at the level of the individual genes. One process that gives rise to variation in the histories of individual genes is incomplete lineage sorting, which is commonly modeled by the coalescent, and thus much current work is focused on proper estimation of species phylogenies under the coalescent model. A second common source of discord in single-gene phylogenies is hybridization, a process that is ubiquitous in many groups of plants and animals. Although methods to incorporate hybridization into phylogenetic estimation have also been developed, only a handful of methods that address both coalescence and hybridization have been proposed. Here, I propose an extension of an existing model that incorporates both of these processes simultaneously by utilizing gene trees for inference in a likelihood framework. The model allows examination of the evidence for hybridization in the presence of incomplete lineage sorting due to deep coalescence via model selection using standard information criteria (e.g., Akaike information criterion and Bayesian information criterion ). The potential of the method is evaluated using simulated data. [deep coalescence; gene trees; hybridization; incomplete lineage sorting; multilocus data; species phylogeny.]"
"Statistical inferences in phylogeography","https://scispace.com/paper/nielsen-and-beaumont-2009-statistical-inferences-in-b07i82a9","2009","","Molecular Ecology","Rasmus Nielsen
Mark A. Beaumont","10.1111/j.1365-294X.2008.04059.x","https://scispace.com/records/nielsen-and-beaumont-2009-statistical-inferences-in-b07i82a9","1. Coalescent-based methods:
 The first expression inside the integral is the probability of the data given the tree, which can be calculated using the methods from phylogenetics. The second term inside the integral is the probability of the tree given the parameters of the demographic model, which can be calculated using coalescence theory.","In conventional phylogeographic studies, historical demographic processes are elucidated from the geographical distribution of individuals represented on an inferred gene tree. However, the interpretation of gene trees in this context can be difficult as the same demo- graphic/geographical process can randomly lead to multiple different genealogies. Likewise, the same gene trees can arise under different demographic models. This problem has led to the emergence of many statistical methods for making phylogeographic inferences. A popular phylogeographic approach based on nested clade analysis is challenged by the fact that a certain amount of the interpretation of the data is left to the subjective choices of the user, and it has been argued that the method performs poorly in simulation studies. More rigorous statistical methods based on coalescence theory have been developed. However, these methods may also be challenged by computational problems or poor model choice. In this review, we will describe the development of statistical methods in phylogeographic analysis, and discuss some of the challenges facing these methods."
