"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"Estimating Species Phylogenies Using Coalescence Times among Sequences","https://scispace.com/paper/liu-et-al-2009-estimating-species-phylogenies-using-z000a31p","2009","","Systematic Biology","Liang Liu
Lili Yu
Dennis K. Pearl
Scott V. Edwards","10.1093/sysbio/syp031","https://scispace.com/records/liu-et-al-2009-estimating-species-phylogenies-using-z000a31p","1. Abstract:
 A Bayesian method constructed under the multispecies coalescent model can consistently estimate species trees but involves intensive computation, which can hinder its application to the phylogenetic analysis of large-scale genomic data.

2. Abstract:
 Two real genomic data sets were analyzed by the 2 methods and produced species trees that are consistent with previous results. [Coalescent model; gene tree; species tree.]","The estimation of species trees (phylogenies) is one of the most important problems in evolutionary biology, and recently, there has been greater appreciation of the need to estimate species trees directly rather than using gene trees as a surrogate. A Bayesian method constructed under the multispecies coalescent model can consistently estimate species trees but involves intensive computation, which can hinder its application to the phylogenetic analysis of large-scale genomic data. Many summary statistics-based approaches, such as shallowest coalescences (SC) and Global LAteSt Split (GLASS), have been developed to infer species phylogenies for multilocus data sets. In this paper, we propose 2 methods, species tree estimation using average ranks of coalescences (STAR) and species tree estimation using average coalescence times (STEAC), based on the summary statistics of coalescence times. It can be shown that the 2 methods are statistically consistent under the multispecies coalescent model. STAR uses the ranks of coalescences and is thus resistant to variable substitution rates along the branches in gene trees. A simulation study suggests that STAR consistently outperforms STEAC, SC, and GLASS when the substitution rates among lineages are highly variable. Two real genomic data sets were analyzed by the 2 methods and produced species trees that are consistent with previous results. [Coalescent model; gene tree; species tree.]"
"Accuracy and Precision of Species Trees: Effects of Locus, Individual, and Base Pair Sampling on Inference of Species Trees in Lizards of the Liolaemus darwinii Group (Squamata, Liolaemidae)","https://scispace.com/paper/camargo-et-al-2012-accuracy-and-precision-of-species-trees-acrrpqxv","2012","","Systematic Biology","Arley Camargo
Luciano J. Avila
Mariana Morando
Jack W. Sites Jr.","10.1093/sysbio/syr105","https://scispace.com/records/camargo-et-al-2012-accuracy-and-precision-of-species-trees-acrrpqxv","1. Performance:
 Our evaluation of species-tree inference using a coalescent-based method is valid as long as genetree heterogeneity was a result of incomplete lineage sorting only. When including multiple individuals for reconstruction of species trees, sampling from phylogeographic lineage boundaries might obfuscate phylogenetic signal due to gene flow between species (Leache 2009).

2. Abstract:
 We analyzed 20 loci for 16 species of the South American lizards of the Liolaemus darwinii species group and reconstructed a species tree with *BEAST, then compared the performance of this method under different sampling strategies of loci, individuals, and sequence lengths.","Molecular phylogenetics has entered a new era in which species trees are estimated from a collection of gene trees using methods that accommodate their heterogeneity and discordance with the species tree. Empirical evaluation of species trees is necessary to assess the performance (i.e., accuracy and precision) of these methods with real data, which consists of gene genealogies likely shaped by different historical and demographic processes. We analyzed 20 loci for 16 species of the South American lizards of the Liolaemus darwinii species group and reconstructed a species tree with *BEAST, then compared the performance of this method under different sampling strategies of loci, individuals, and sequence lengths. We found an increase in the accuracy and precision of species trees with the number of loci, but for any number of loci, accuracy substantially decreased only when using only one individual per species or 25% of the full sequence length (~147 bp). In addition, locus ""informativeness"" was an important factor in the accuracy/precision of species trees when using a few loci, but it became increasingly irrelevant with additional loci. Our empirical results combined with the previous simulation studies suggest that there is an optimal range of sampling effort of loci, individuals, and sequence lengths for a given speciation history and information content of the data. Future studies should be directed toward further assessment of other factors that can impact performance of species trees, including gene flow, locus ""informativeness,"" tree shape, missing data, and errors in species delimitation. [Accuracy; coalescent; Liolaemus; phylogeny; precision; sampling; South America; species trees.]"
"GENEALOGICAL TREES, COALESCENT THEORY AND THE ANALYSIS OF GENETIC POLYMORPHISMS","https://scispace.com/paper/rosenberg-and-nordborg-2002-genealogical-trees-coalescent-p3t47ujt","2002","","Nature Reviews Genetics","Noah A. Rosenberg
Magnus Nordborg","10.1038/nrg795","https://scispace.com/records/rosenberg-and-nordborg-2002-genealogical-trees-coalescent-p3t47ujt","1. Conclusion:
 Coalescent-based methods for tree estimation, which, unlike most traditional phylogenetic algorithms, are designed to allow variation both in and between species, are uniquely suited for doing this  .","Improvements in genotyping technologies have led to the increased use of genetic polymorphism for inference about population phenomena, such as migration and selection. Such inference presents a challenge, because polymorphism data reflect a unique, complex, non-repeatable evolutionary history. Traditional analysis methods do not take this into account. A stochastic process known as the 'coalescent' presents a coherent statistical framework for analysis of genetic polymorphisms."
"Sources of Error Inherent in Species-Tree Estimation: Impact of Mutational and Coalescent Effects on Accuracy and Implications for Choosing among Different Methods","https://scispace.com/paper/huang-et-al-2010-sources-of-error-inherent-in-species-tree-ao4e3tbs","2010","","Systematic Biology","Huateng Huang
Qixin He
Laura S. Kubatko
L. Lacey Knowles","10.1093/sysbio/syq047","https://scispace.com/records/huang-et-al-2010-sources-of-error-inherent-in-species-tree-ao4e3tbs","1. METHODS:
 Species trees were estimated from coalescent gene trees and estimated gene trees with the two methods: MDC (implemented in Mesquite;  and STEM . MDC heuristically searches tree space for the specific speciestree topology that minimizes the number of deep coalescences (i.e., ancestral coalescent events prior to speciation; .","Discord in the estimated gene trees among loci can be attributed to both the process of mutation and incomplete lineage sorting. Effectively modeling these two sources of variation—mutational and coalescent variance-provides two distinct challenges for phylogenetic studies. Despite extensive investigation on mutational models for gene-tree estimation over the past two decades and recent attention to modeling of the coalescent process for phylogenetic estimation, the effects of these two variances have yet to be evaluated simultaneously. Here, we partition the effects of mutational and coalescent processes on phylogenetic accuracy by comparing the accuracy of species trees estimated from gene trees (i.e., the actual coalescent genealogies) with that of species trees estimated from estimated gene trees (i.e., trees estimated from nucleotide sequences, which contain both coalescent and mutational variance). Not only is there a significant contribution of both mutational and coalescent variance to errors in species-tree estimates, but the relative magnitude of the effects on the accuracy of species-tree estimation also differs systematically depending on 1) the timing of divergence, 2) the sampling design, and 3) the method used for species-tree estimation. These findings explain why using more information contained in gene trees (e.g., topology and branch lengths as opposed to just topology) does not necessarily translate into pronounced gains in accuracy, highlighting the strengths and limits of different methods for species-tree estimation. Differences in accuracy scores between methods for different sampling regimes also emphasize that it would be a mistake to assume more computationally intensive species-tree estimation procedures that will always provide better estimates of species trees. To the contrary, the performance of a method depends not only on the method per se but also on the compatibilities between the input genetic data and the method as determined by the relative impact of mutational and coalescent variance. [Coalescence, gene tree, lineage sorting, mutation, phylogenetics, sample design, species tree.]"
"Estimating Species Trees: Methods of Phylogenetic Analysis When There Is Incongruence across Genes","https://scispace.com/paper/knowles-2009-estimating-species-trees-methods-of-cgofmt4t","2009","","Systematic Biology","L. Lacey Knowles","10.1093/sysbio/syp061","https://scispace.com/records/knowles-2009-estimating-species-trees-methods-of-cgofmt4t","1. Species-Tree Inference Procedures:
 Depending on how information about the coalescent is incorporated into the method (e.g., using estimates of coalescent times, ranks of coalescent times, or minimum divergence times), the different approaches may exhibit differing levels of sensitivity to properties of the data, such as limited levels of variation or biological causes of discord that are not considered by the model.

2. Need for a Paradigm Shift?:
 Because these 4 methods differ in how the coalescent is summarized,  show that the best performing method will vary depending on whether the primary contributing factor to gene-tree-species-tree discord arises from the coalescent versus substitution process.

3. Species-Tree Inference Procedures:
 The deep coalescence in this case arises from the random loss of gene lineages by genetic drift of the 2 or more gene lineages that coexisted in the past.","Discord among the gene trees of multilocus data has motivated the development of phylogenetic approaches that account for gene-tree heterogeneity in the estimation procedure. Rather than equating a gene tree with the phylogenetic history, the new approaches explicitly consider the relationships between gene trees and the underlying history of species divergence, providing direct estimates of species trees (Fig. 1). The inherent appeal of these approaches is 2-fold. Incorporating information contained in the distribution of gene trees not only extracts phylogenetic signal, but modeling the relationship between the gene trees embedded in a species tree also reveals the biological processes that have influenced the diversification history and shaped organismal genomes. In contrast, ignoring the variance in genealogical histories (e.g., concatenating loci into a single supermatrix) disregards an inescapable biological reality—gene trees differ for a variety of reasons (reviewed in Maddison 1997; Degnan and Rosenberg 2009). As such, when the natural variation in gene trees is not taken into account during phylogenetic estimation, the reliability of inferences from such approaches is drawn into question (Degnan and Rosenberg 2006; Kubatko and Degnan 2007; Huang and Knowles 2009), historical scenarios with recently diverged taxa that have not reached reciprocal monophyly has become intractable (Carstens and Knowles 2007), and interpretation of the support for bipartitions across taxa is problematic (Mossel and Vigoda 2005)."
"Species detection and individual assignment in species delimitation: can integrative data increase efficacy?","https://scispace.com/paper/edwards-and-knowles-2014-species-detection-and-individual-cvfgt6ou","2014","","Proceedings of the Royal Society B: Biological Sciences","Danielle L. Edwards
L. Lacey Knowles","10.1098/rspb.2013.2765","https://scispace.com/records/edwards-and-knowles-2014-species-detection-and-individual-cvfgt6ou","1. Introduction:
 We instead focus on individual assignment and species detection, which must be defined a priori in coalescent-based species delimitation and have received nominal attention for methodological advancement.","Statistical species delimitation usually relies on singular data, primarily genetic, for detecting putative species and individual assignment to putative species. Given the variety of speciation mechanisms, singular data may not adequately represent the genetic, morphological and ecological diversity relevant to species delimitation. We describe a methodological framework combining multivariate and clustering techniques that uses genetic, morphological and ecological data to detect and assign individuals to putative species. Our approach recovers a similar number of species recognized using traditional, qualitative taxonomic approaches that are not detected when using purely genetic methods. Furthermore, our approach detects groupings that traditional, qualitative taxonomic approaches do not. This empirical test suggests that our approach to detecting and assigning individuals to putative species could be useful in species delimitation despite varying levels of differentiation across genetic, phenotypic and ecological axes. This work highlights a critical, and often overlooked, aspect of the process of statistical species delimitation—species detection and individual assignment. Irrespective of the species delimitation approach used, all downstream processing relies on how individuals are initially assigned, and the practices and statistical issues surrounding individual assignment warrant careful consideration."
"High-resolution species trees without concatenation","https://scispace.com/paper/edwards-et-al-2007-high-resolution-species-trees-without-yo31jlw3","2007","","PNAS","Scott V. Edwards
Liang Liu
Dennis K. Pearl","10.1073/pnas.0607004104","https://scispace.com/records/edwards-et-al-2007-high-resolution-species-trees-without-yo31jlw3","1. Results:
 Remarkably, the BEST method was able to correctly reconstruct the species tree with high probability even when the proportion of gene trees matching the species tree was less than 10% (Fig. ).

2. Results:
 For a given sampling effort (e.g., 10 genes), the chance of correctly reconstructing the species tree increased as the proportion of gene trees matching the species tree increased (SI Materials and Methods).","The vast majority of phylogenetic models focus on resolution of gene trees, despite the fact that phylogenies of species in which gene trees are embedded are of primary interest. We analyze a Bayesian model for estimating species trees that accounts for the stochastic variation expected for gene trees from multiple unlinked loci sampled from a single species history after a coalescent process. Application of the model to a 106-gene data set from yeast shows that the set of gene trees recovered by statistically acknowledging the shared but unknown species tree from which gene trees are sampled is much reduced compared with treating the history of each locus independently of an overarching species tree. The analysis also yields a concentrated posterior distribution of the yeast species tree whose mode is congruent with the concatenated gene tree but can do so with less than half the loci required by the concatenation method. Using simulations, we show that, with large numbers of loci, highly resolved species trees can be estimated under conditions in which concatenation of sequence data will positively mislead phylogeny, and when the proportion of gene trees matching the species tree is <10%. However, when gene tree/species tree congruence is high, species trees can be resolved with just two or three loci. These results make accessible an alternative paradigm for combining data in phylogenomics that focuses attention on the singularity of species histories and away from the idiosyncrasies and multiplicities of individual gene histories."
"New Heuristic Methods for Joint Species Delimitation and Species Tree Inference","https://scispace.com/paper/o-meara-2010-new-heuristic-methods-for-joint-species-82ww1abz","2009","","Systematic Biology","Brian C. O'Meara","10.1093/sysbio/syp077","https://scispace.com/records/o-meara-2010-new-heuristic-methods-for-joint-species-82ww1abz","1. Related Work:
 In theory, many of these other approaches to recovering the species tree could be extended in the same way, though the increased size of the problem space may make such methods impractical (and methods without some sort of intraspecific cost, such as the Minimize Deep Coalescences approach , would generally return only 1 species).

2. Proposed Methods:
 The nonparametric method developed here attempts to recover the species assignment and species tree, which, together, are the delimited species tree, that minimizes gene tree conflict on the interspecific portions of the tree while minimizing excess structure within each species.

3. Related Work:
 There are numerous coalescent-based approaches for this, such as those implemented in MIGRATE  and IM , which also generally start from genetic data rather than fixed inferred gene trees.","Species delimitation and species tree inference are difficult problems in cases of recent divergence, especially when different loci have different histories. This paper quantifies the difficulty of jointly finding the division of samples to species and estimating a species tree without constraining the possible assignments a priori. It introduces a parametric and a nonparametric method, including new heuristic search strategies, to do this delimitation and tree inference using individual gene trees as input. The new methods were evaluated using thousands of simulations and 4 empirical data sets. These analyses suggest that the new methods, especially the nonparametric one, may provide useful insights for systematists working at the species level with molecular data. However, they still often return incorrect results. [Brownie; gene tree parsimony; gene tree species tree; speciation; species delimitation.]"
"New Heuristic Methods for Joint Species Delimitation and Species Tree Inference","https://scispace.com/paper/o-meara-2010-new-heuristic-methods-for-joint-species-wp7m9k79","2009","","Systematic Biology","Brian C. O'Meara","10.1093/sysbio/syp077","https://scispace.com/records/o-meara-2010-new-heuristic-methods-for-joint-species-wp7m9k79","1. Related Work:
 In theory, many of these other approaches to recovering the species tree could be extended in the same way, though the increased size of the problem space may make such methods impractical (and methods without some sort of intraspecific cost, such as the Minimize Deep Coalescences approach , would generally return only 1 species).

2. Utility:
 For all taxa, the methods can help infer a species tree in the presence of widespread incomplete lineage sorting events, and they can provide evidence otherwise hard to obtain, such as whether 3 allopatric populations form 1 or multiple species.

3. Related Work:
 There are numerous coalescent-based approaches for this, such as those implemented in MIGRATE  and IM , which also generally start from genetic data rather than fixed inferred gene trees.","Species delimitation and species tree inference are difficult problems in cases of recent divergence, especially when different loci have different histories. This paper quantifies the difficulty of jointly finding the division of samples to species and estimating a species tree without constraining the possible assignments a priori. It introduces a parametric and a nonparametric method, including new heuristic search strategies, to do this delimitation and tree inference using individual gene trees as input. The new methods were evaluated using thousands of simulations and 4 empirical data sets. These analyses suggest that the new methods, especially the nonparametric one, may provide useful insights for systematists working at the species level with molecular data. However, they still often return incorrect results. [Brownie; gene tree parsimony; gene tree species tree; speciation; species delimitation.]"
"Identifying Hybridization Events in the Presence of Coalescence via Model Selection","https://scispace.com/paper/kubatko-2009-identifying-hybridization-events-in-the-9sermqt4","2009","","Systematic Biology","Laura Salter Kubatko","10.1093/sysbio/syp055","https://scispace.com/records/kubatko-2009-identifying-hybridization-events-in-the-9sermqt4","1. DISCUSSION:
 As recognition of the importance of the coalescent in phylogenetic species tree inference continues to grow, the challenge becomes the development of models that become increasingly sophisticated by including additional evolutionary process known to be at work in the evolution of single-gene histories within the common framework of the species tree.","As DNA sequences have become more readily available, it has become increasingly desirable to infer species phylogenies from multigene data sets. Much recent work has centered around the recognition that substantial incongruence in single-gene phylogenies necessitates the development of statistical procedures to estimate species phylogenies that appropriately model the process of evolution at the level of the individual genes. One process that gives rise to variation in the histories of individual genes is incomplete lineage sorting, which is commonly modeled by the coalescent, and thus much current work is focused on proper estimation of species phylogenies under the coalescent model. A second common source of discord in single-gene phylogenies is hybridization, a process that is ubiquitous in many groups of plants and animals. Although methods to incorporate hybridization into phylogenetic estimation have also been developed, only a handful of methods that address both coalescence and hybridization have been proposed. Here, I propose an extension of an existing model that incorporates both of these processes simultaneously by utilizing gene trees for inference in a likelihood framework. The model allows examination of the evidence for hybridization in the presence of incomplete lineage sorting due to deep coalescence via model selection using standard information criteria (e.g., Akaike information criterion and Bayesian information criterion ). The potential of the method is evaluated using simulated data. [deep coalescence; gene trees; hybridization; incomplete lineage sorting; multilocus data; species phylogeny.]"
